Price,Open,High,Low,Close,Volume
Ticker,NET,NET,NET,NET,NET
Date,,,,,
2024-01-01 19:00:00-05:00,81.43000030517578,81.72000122070312,78.38999938964844,79.3499984741211,3677100
2024-01-02 19:00:00-05:00,77.23999786376953,78.31999969482422,75.80999755859375,76.38999938964844,3123800
2024-01-03 19:00:00-05:00,76.0,77.83999633789062,75.6500015258789,76.83000183105469,2528900
2024-01-04 19:00:00-05:00,76.30000305175781,77.63999938964844,76.1500015258789,76.27999877929688,2345800
2024-01-07 19:00:00-05:00,76.9800033569336,79.7699966430664,76.66999816894531,79.63999938964844,2771000
2024-01-08 19:00:00-05:00,78.94999694824219,81.6500015258789,78.6500015258789,81.62999725341797,2694700
2024-01-09 19:00:00-05:00,82.55000305175781,83.0,80.36000061035156,80.97000122070312,4138600
2024-01-10 19:00:00-05:00,80.80999755859375,81.88200378417969,78.12000274658203,80.81999969482422,3256800
2024-01-11 19:00:00-05:00,81.0,81.58999633789062,79.12000274658203,79.37000274658203,1741900
2024-01-15 19:00:00-05:00,78.45999908447266,79.52999877929688,77.08999633789062,78.44999694824219,2790900
2024-01-16 19:00:00-05:00,77.4000015258789,77.4000015258789,74.37000274658203,77.06999969482422,3572600
2024-01-17 19:00:00-05:00,78.76000213623047,79.68299865722656,76.62999725341797,77.95999908447266,2484100
2024-01-18 19:00:00-05:00,78.62000274658203,81.37000274658203,77.91000366210938,81.3499984741211,3239100
2024-01-21 19:00:00-05:00,83.87999725341797,87.16999816894531,83.54000091552734,84.68000030517578,4441600
2024-01-22 19:00:00-05:00,84.97000122070312,85.63999938964844,83.3499984741211,83.93000030517578,2187800
2024-01-23 19:00:00-05:00,85.37000274658203,86.23999786376953,82.30000305175781,82.33000183105469,2453200
2024-01-24 19:00:00-05:00,83.02999877929688,83.60600280761719,81.26000213623047,81.86000061035156,2042900
2024-01-25 19:00:00-05:00,81.23999786376953,82.5,79.80000305175781,80.18000030517578,2286900
2024-01-28 19:00:00-05:00,80.22000122070312,84.31999969482422,80.16000366210938,84.30000305175781,2806600
2024-01-29 19:00:00-05:00,84.23999786376953,84.55000305175781,82.2699966430664,82.95999908447266,2392400
2024-01-30 19:00:00-05:00,81.62000274658203,82.61000061035156,79.05000305175781,79.05000305175781,3899000
2024-01-31 19:00:00-05:00,79.91999816894531,80.75,78.1449966430664,79.58999633789062,2833900
2024-02-01 19:00:00-05:00,79.54000091552734,83.38999938964844,78.13999938964844,82.6500015258789,4110400
2024-02-04 19:00:00-05:00,81.7699966430664,82.19000244140625,79.11000061035156,80.81999969482422,2972700
2024-02-05 19:00:00-05:00,80.86000061035156,82.23999786376953,79.58999633789062,81.58999633789062,3048900
