Price,Open,High,Low,Close,Volume
Ticker,PDFS,PDFS,PDFS,PDFS,PDFS
Date,,,,,
2024-01-01 19:00:00-05:00,31.760000228881836,31.760000228881836,30.8799991607666,30.989999771118164,120000
2024-01-02 19:00:00-05:00,30.770000457763672,30.889999389648438,29.969999313354492,30.049999237060547,179900
2024-01-03 19:00:00-05:00,29.979999542236328,30.459999084472656,29.6299991607666,30.100000381469727,160500
2024-01-04 19:00:00-05:00,29.90999984741211,30.440000534057617,29.579999923706055,29.6200008392334,157100
2024-01-07 19:00:00-05:00,29.719999313354492,30.59000015258789,29.719999313354492,30.489999771118164,123000
2024-01-08 19:00:00-05:00,30.040000915527344,30.889999389648438,29.93000030517578,30.670000076293945,167000
2024-01-09 19:00:00-05:00,30.6299991607666,30.989999771118164,30.190000534057617,30.989999771118164,133000
2024-01-10 19:00:00-05:00,30.93000030517578,31.139999389648438,30.40999984741211,30.600000381469727,164200
2024-01-11 19:00:00-05:00,30.84000015258789,31.020000457763672,30.190000534057617,30.200000762939453,109600
2024-01-15 19:00:00-05:00,29.989999771118164,30.209999084472656,29.760000228881836,29.799999237060547,292200
2024-01-16 19:00:00-05:00,29.450000762939453,29.809999465942383,28.989999771118164,29.389999389648438,215900
2024-01-17 19:00:00-05:00,29.8700008392334,31.360000610351562,29.420000076293945,31.299999237060547,179100
2024-01-18 19:00:00-05:00,31.770000457763672,31.770000457763672,31.309999465942383,31.65999984741211,142900
2024-01-21 19:00:00-05:00,32.029998779296875,33.380001068115234,31.8799991607666,32.560001373291016,242900
2024-01-22 19:00:00-05:00,32.81999969482422,33.290000915527344,32.400001525878906,33.22999954223633,209900
2024-01-23 19:00:00-05:00,33.79999923706055,34.0099983215332,33.45000076293945,33.619998931884766,151200
2024-01-24 19:00:00-05:00,34.119998931884766,34.22999954223633,32.150001525878906,32.45000076293945,118600
2024-01-25 19:00:00-05:00,32.25,32.709999084472656,31.760000228881836,32.599998474121094,143200
2024-01-28 19:00:00-05:00,32.5,32.7400016784668,32.040000915527344,32.7400016784668,80000
2024-01-29 19:00:00-05:00,32.4900016784668,32.61000061035156,31.950000762939453,32.16999816894531,84100
2024-01-30 19:00:00-05:00,31.950000762939453,32.099998474121094,31.059999465942383,31.200000762939453,143400
2024-01-31 19:00:00-05:00,31.260000228881836,31.690000534057617,31.059999465942383,31.690000534057617,105500
2024-02-01 19:00:00-05:00,31.530000686645508,32.209999084472656,31.43000030517578,32.099998474121094,87100
2024-02-04 19:00:00-05:00,31.989999771118164,32.06999969482422,31.399999618530273,31.700000762939453,108300
2024-02-05 19:00:00-05:00,31.649999618530273,32.08000183105469,31.549999237060547,32.08000183105469,122900
2024-02-06 19:00:00-05:00,32.09000015258789,32.56999969482422,31.809999465942383,32.189998626708984,435700
2024-02-07 19:00:00-05:00,32.34000015258789,33.279998779296875,32.2599983215332,33.220001220703125,207100
2024-02-08 19:00:00-05:00,33.52000045776367,33.95000076293945,33.2400016784668,33.7599983215332,236200
2024-02-11 19:00:00-05:00,33.900001525878906,34.22999954223633,33.810001373291016,33.97999954223633,114500
2024-02-12 19:00:00-05:00,32.75,33.84000015258789,32.2599983215332,32.5,203400
2024-02-13 19:00:00-05:00,33.040000915527344,34.0,32.81999969482422,33.95000076293945,118700
2024-02-14 19:00:00-05:00,34.060001373291016,35.09000015258789,34.060001373291016,34.959999084472656,228100
2024-02-15 19:00:00-05:00,33.650001525878906,35.20000076293945,31.40999984741211,35.06999969482422,770200
2024-02-19 19:00:00-05:00,34.66999816894531,35.529998779296875,34.099998474121094,35.380001068115234,393800
2024-02-20 19:00:00-05:00,34.709999084472656,35.34000015258789,34.09000015258789,34.5,524200
2024-02-21 19:00:00-05:00,35.130001068115234,35.459999084472656,34.06999969482422,34.380001068115234,312100
2024-02-22 19:00:00-05:00,34.29999923706055,34.33000183105469,33.47999954223633,33.560001373291016,113900
2024-02-25 19:00:00-05:00,33.5,33.75,33.09000015258789,33.25,127800
2024-02-26 19:00:00-05:00,33.59000015258789,33.59000015258789,32.97999954223633,33.119998931884766,143800
2024-02-27 19:00:00-05:00,32.619998931884766,32.900001525878906,32.279998779296875,32.7400016784668,167500
2024-02-28 19:00:00-05:00,33.099998474121094,34.29999923706055,33.099998474121094,33.9900016784668,217200
2024-02-29 19:00:00-05:00,34.0,34.83000183105469,33.970001220703125,34.22999954223633,209100
2024-03-03 19:00:00-05:00,34.5099983215332,34.869998931884766,34.41999816894531,34.5,129600
2024-03-04 19:00:00-05:00,34.04999923706055,34.099998474121094,32.54999923706055,32.88999938964844,218600
2024-03-05 19:00:00-05:00,33.34000015258789,34.45000076293945,33.209999084472656,34.11000061035156,157200
2024-03-06 19:00:00-05:00,34.5,35.470001220703125,34.31999969482422,35.470001220703125,191900
2024-03-07 19:00:00-05:00,35.52000045776367,35.88999938964844,34.04999923706055,34.38999938964844,148200
2024-03-10 20:00:00-04:00,34.25,34.2599983215332,33.65999984741211,34.189998626708984,120800
2024-03-11 20:00:00-04:00,34.2400016784668,35.060001373291016,33.7400016784668,34.84000015258789,243900
2024-03-12 20:00:00-04:00,34.380001068115234,34.619998931884766,33.86000061035156,34.220001220703125,203800
2024-03-13 20:00:00-04:00,34.040000915527344,34.310001373291016,33.459999084472656,33.75,210400
2024-03-14 20:00:00-04:00,33.4900016784668,33.54999923706055,32.34000015258789,32.560001373291016,398900
2024-03-17 20:00:00-04:00,33.0099983215332,33.56999969482422,33.0099983215332,33.15999984741211,157400
2024-03-18 20:00:00-04:00,33.0099983215332,33.22999954223633,32.439998626708984,33.0,129600
2024-03-19 20:00:00-04:00,33.0099983215332,34.220001220703125,32.709999084472656,33.97999954223633,194200
2024-03-20 20:00:00-04:00,34.54999923706055,35.439998626708984,34.400001525878906,34.560001373291016,186800
2024-03-21 20:00:00-04:00,34.40999984741211,34.40999984741211,32.81999969482422,32.9900016784668,245400
2024-03-24 20:00:00-04:00,32.84000015258789,33.619998931884766,32.61000061035156,33.27000045776367,150500
2024-03-25 20:00:00-04:00,33.61000061035156,34.13999938964844,32.959999084472656,33.029998779296875,186100
2024-03-26 20:00:00-04:00,33.349998474121094,33.619998931884766,32.959999084472656,33.2400016784668,128000
2024-03-27 20:00:00-04:00,33.2599983215332,34.04999923706055,33.2599983215332,33.66999816894531,136000
2024-03-31 20:00:00-04:00,33.970001220703125,34.08000183105469,33.09000015258789,33.400001525878906,190800
2024-04-01 20:00:00-04:00,32.59000015258789,33.11000061035156,32.5,32.81999969482422,163800
2024-04-02 20:00:00-04:00,32.31999969482422,33.060001373291016,32.31999969482422,33.040000915527344,155500
2024-04-03 20:00:00-04:00,33.560001373291016,33.63999938964844,32.13999938964844,32.27000045776367,138500
