Price,Open,High,Low,Close,Volume
Ticker,IIIN,IIIN,IIIN,IIIN,IIIN
Date,,,,,
2024-01-01 19:00:00-05:00,37.84000015258789,38.13999938964844,37.22999954223633,37.7599983215332,113200
2024-01-02 19:00:00-05:00,37.45000076293945,37.54999923706055,36.41999816894531,36.54999923706055,119000
2024-01-03 19:00:00-05:00,36.54999923706055,37.11000061035156,35.900001525878906,35.959999084472656,235100
2024-01-04 19:00:00-05:00,35.79999923706055,36.54999923706055,35.38999938964844,36.189998626708984,123700
2024-01-07 19:00:00-05:00,36.38999938964844,36.56999969482422,36.13999938964844,36.52000045776367,68600
2024-01-08 19:00:00-05:00,36.0,36.209999084472656,35.56999969482422,35.63999938964844,101800
2024-01-09 19:00:00-05:00,35.70000076293945,36.209999084472656,35.5,36.060001373291016,72300
2024-01-10 19:00:00-05:00,35.959999084472656,36.70000076293945,35.7400016784668,36.599998474121094,110800
2024-01-11 19:00:00-05:00,36.939998626708984,37.02000045776367,36.099998474121094,36.36000061035156,60400
2024-01-15 19:00:00-05:00,36.150001525878906,36.2400016784668,35.52000045776367,36.20000076293945,79100
2024-01-16 19:00:00-05:00,35.58000183105469,36.099998474121094,35.5099983215332,36.09000015258789,77300
2024-01-17 19:00:00-05:00,35.52000045776367,35.52000045776367,32.79999923706055,34.18000030517578,167900
2024-01-18 19:00:00-05:00,35.029998779296875,35.029998779296875,33.220001220703125,34.349998474121094,132100
2024-01-21 19:00:00-05:00,34.41999816894531,35.18000030517578,34.220001220703125,34.97999954223633,133800
2024-01-22 19:00:00-05:00,35.400001525878906,35.529998779296875,34.02000045776367,34.04999923706055,135200
2024-01-23 19:00:00-05:00,34.5099983215332,34.5099983215332,32.810001373291016,33.47999954223633,143900
2024-01-24 19:00:00-05:00,34.029998779296875,34.33000183105469,33.630001068115234,34.279998779296875,96800
2024-01-25 19:00:00-05:00,34.650001525878906,34.650001525878906,34.099998474121094,34.290000915527344,60600
2024-01-28 19:00:00-05:00,34.380001068115234,35.09000015258789,34.13999938964844,34.88999938964844,66200
2024-01-29 19:00:00-05:00,34.630001068115234,35.45000076293945,34.630001068115234,35.34000015258789,80900
2024-01-30 19:00:00-05:00,35.34000015258789,35.880001068115234,34.599998474121094,34.630001068115234,147800
2024-01-31 19:00:00-05:00,34.90999984741211,35.27000045776367,34.380001068115234,35.27000045776367,99300
2024-02-01 19:00:00-05:00,34.779998779296875,35.029998779296875,34.400001525878906,34.880001068115234,85200
