Date,Open,High,Low,Close,Volume,"('Adj Close', 'AEHR')","('Close', 'AEHR')","('High', 'AEHR')","('Low', 'AEHR')","('Open', 'AEHR')","('Volume', 'AEHR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.299999237060547,26.299999237060547,24.600000381469727,24.950000762939453,1264000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.200000762939453,24.200000762939453,22.540000915527344,23.06999969482422,2504800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.690000534057617,23.450000762939453,22.21999931335449,22.56999969482422,1101300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.36000061035156,23.06999969482422,22.190000534057617,22.489999771118164,929500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.700000762939453,23.0,21.46999931335449,22.01000022888184,2091200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.84000015258789,23.09000015258789,21.149999618530277,22.350000381469727,3951000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.770000457763672,20.290000915527344,18.270000457763672,18.59000015258789,9469500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,18.739999771118164,19.25,17.600000381469727,18.229999542236328,3966600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.190000534057617,18.600000381469727,17.280000686645508,17.469999313354492,2523700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.299999237060547,18.31999969482422,17.049999237060547,17.290000915527344,1855500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.979999542236328,17.389999389648438,16.709999084472656,17.139999389648438,1348100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.700000762939453,17.940000534057617,16.969999313354492,17.1200008392334,1411600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.139999389648438,17.15999984741211,16.59000015258789,16.600000381469727,2976100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,16.790000915527344,17.290000915527344,16.209999084472656,16.389999389648438,2056200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,16.639999389648438,17.3799991607666,16.309999465942383,16.75,1692300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,17.110000610351562,17.799999237060547,16.3799991607666,16.93000030517578,3159200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.25,17.399999618530273,16.059999465942383,16.350000381469727,1755000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,16.34000015258789,16.440000534057617,15.619999885559082,15.760000228881836,1623300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,15.829999923706056,16.219999313354492,15.529999732971191,16.190000534057617,1112700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,16.0,16.049999237060547,15.229999542236328,15.800000190734863,1508700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,15.600000381469728,15.699999809265137,14.850000381469728,14.850000381469728,1920000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.100000381469728,15.149999618530272,14.630000114440918,15.100000381469728,1468400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.93000030517578,15.4399995803833,14.779999732971191,15.0600004196167,1142100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,15.0600004196167,15.210000038146973,14.539999961853027,14.699999809265137,1010300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,14.859999656677246,15.050000190734863,14.5600004196167,15.039999961853027,866700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.130000114440918,15.649999618530272,14.770000457763672,15.359999656677246,1235600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,15.399999618530272,17.280000686645508,15.270000457763672,16.829999923706055,2201100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,16.969999313354492,17.489999771118164,16.780000686645508,17.209999084472656,1693600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,17.399999618530273,18.32999992370605,17.389999389648438,18.11000061035156,1659000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,16.899999618530273,17.6299991607666,16.649999618530273,17.020000457763672,1432900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,17.5,18.799999237060547,17.399999618530273,18.780000686645508,1575100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,18.950000762939453,19.059999465942383,17.81999969482422,18.149999618530277,1384900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,18.13999938964844,18.540000915527344,17.549999237060547,17.690000534057617,1099100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,17.5,17.770000457763672,16.579999923706055,16.950000762939453,1211900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,18.0,18.40999984741211,16.989999771118164,17.100000381469727,1852000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,17.3700008392334,17.540000915527344,15.9399995803833,16.100000381469727,2296800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,16.06999969482422,16.31999969482422,15.829999923706056,15.859999656677246,847000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,15.850000381469728,16.450000762939453,15.8100004196167,16.18000030517578,677400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,16.43000030517578,16.739999771118164,16.020000457763672,16.540000915527344,762300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,16.280000686645508,16.479999542236328,15.899999618530272,15.93000030517578,608000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,16.290000915527344,16.649999618530273,16.079999923706055,16.270000457763672,1519200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,16.540000915527344,18.6299991607666,16.290000915527344,17.65999984741211,1985600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,17.739999771118164,17.829999923706055,16.600000381469727,16.729999542236328,1049500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,16.399999618530273,16.8799991607666,16.190000534057617,16.579999923706055,734500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,16.950000762939453,17.030000686645508,16.290000915527344,16.75,706500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,16.8799991607666,17.3799991607666,16.540000915527344,17.209999084472656,888500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,17.530000686645508,17.610000610351562,16.239999771118164,16.25,884300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,16.200000762939453,16.600000381469727,16.0,16.219999313354492,665800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,16.399999618530273,16.450000762939453,15.170000076293944,15.6899995803833,1051600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,15.5,15.81999969482422,15.06999969482422,15.140000343322754,600900.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,15.270000457763672,15.270000457763672,14.31999969482422,14.5,1057700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,14.300000190734863,14.510000228881836,14.149999618530272,14.220000267028809,1021400.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,14.43000030517578,14.579999923706056,14.170000076293944,14.520000457763672,1714800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,14.31999969482422,14.619999885559082,13.869999885559082,14.359999656677246,998100.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,14.390000343322754,15.199999809265137,14.239999771118164,14.979999542236328,777600.0,,,,,,,,,,
